qid,source,year,round,number,subject,question,option1,option2,option3,option4,option5,answer_no,answer_option,explanation
2021-R2-Q41,2021-R2,2021,2,41,상권분석,업종형태와 상권과의 관계에 대한 아래의 내용 중에서 옳지 않은 것은?,① 동일 업종이라 하더라도 점포의 규모나 품목의 구성에 따라 상권의 범위가 달라진다.,② 선매품을 취급하는 소매점포는 보다 상위의 소매 중심 지나 상점가에 입지하여 넓은 범위의 상권을 가져야 한다.,③ 전문품을 취급하는 점포의 경우 고객이 지역적으로 밀집되어 있으므로 상권의 밀도는 높고 범위는 좁은 특성을 갖고 있다.,"④ 상권의 범위가 넓을 때는, 상품품목 구성의 폭과 깊이를 크게 하고 다목적구매와 비교구매가 용이하게 하는 업종/업태의 선택이 필요하다.",⑤ 생필품의 경우 소비자의 구매거리가 짧고 편리한 장소 에서 구매하려 함으로 이런 상품을 취급하는 업태는 주택지에 근접한 입지를 취하는 것이 좋다.,3,③ 전문품을 취급하는 점포의 경우 고객이 지역적으로 밀집되어 있으므로 상권의 밀도는 높고 범위는 좁은 특성을 갖고 있다.,2021-R2 A형 가답안 기준
2021-R2-Q42,2021-R2,2021,2,42,상권분석,상권 조사 및 분석에 관한 설명으로서 가장 옳지 않은 것은?,① 유추법을 활용해 신규점포의 수요를 예측할 수 있다.,② 고객스포팅기법(CST)을 활용하여 상권의 범위를 파악 할 수 있다.,"③ 이용가능한 정보와 상권분석 결과의 정확성은 역U자 (즉, ∩)형 관계를 갖는다.",④ 동일한 결론을 얻는데 적용한 분석기법이 다양할수록 분석결과의 신뢰도가 높다.,⑤ 회귀분석을 통해 복수의 변수들 각각이 점포 수요에 미치는 영향을 추정할 수 있다.,3,"③ 이용가능한 정보와 상권분석 결과의 정확성은 역U자 (즉, ∩)형 관계를 갖는다.",2021-R2 A형 가답안 기준
2021-R2-Q43,2021-R2,2021,2,43,상권분석,"쇼핑센터의 공간구성요소들 중에서 교차하는 통로를 연결 하며 원형의 광장, 전이공간, 이벤트 장소가 되는 것은?",① 통로(path),② 결절점(node),③ 지표(landmark),④ 구역(district),⑤ 에지(edge),2,② 결절점(node),2021-R2 A형 가답안 기준
2021-R2-Q44,2021-R2,2021,2,44,상권분석,크리스탈러(Christaller)의 중심지이론과 관련된 설명으로 가장 옳지 않은 것은?,① 중심지란 배후지의 거주자들에게 재화와 서비스를 제공 하는 상업기능이 밀집된 장소를 말한다.,② 배후지란 중심지에 의해 서비스를 제공받는 주변지역 으로서 구매력이 균등하게 분포하고 끝이 없이 동질 적인 평지라고 가정한다.,③ 중심지기능의 최대도달거리(도달범위)는 중심지에서 제공되는 상품의 가격과 소비자가 그것을 구입하는 데 드는 교통비에 의해 결정된다.,④ 도달범위란 중심지 활동이 제공되는 공간적 한계를 말하는데 중심지로부터 어느 재화에 대한 수요가 0이 되는 곳까지의 거리를 의미한다.,⑤ 상업중심지의 정상이윤 확보에 필요한 최소한의 수요를 발생시키는 상권범위를 최대수요 충족거리라고 한다. 2급 A형 - 7,5,⑤ 상업중심지의 정상이윤 확보에 필요한 최소한의 수요를 발생시키는 상권범위를 최대수요 충족거리라고 한다. 2급 A형 - 7,2021-R2 A형 가답안 기준
2021-R2-Q45,2021-R2,2021,2,45,상권분석,빅데이터의 유용성이 가장 높은 상권분석의 영역으로 가장 옳은 것은?,① 경쟁점포의 파악,② 상권범위의 설정,③ 상권규모의 추정,④ 고객맞춤형 전략의 수립,⑤ 점포입지의 적합성 평가 <제3과목> 유통마케팅,4,④ 고객맞춤형 전략의 수립,2021-R2 A형 가답안 기준
2021-R2-Q46,2021-R2,2021,2,46,유통마케팅,유통마케팅 성과 평가에 대한 설명으로 가장 옳지 않은 것은?,① 유통마케팅 성과측정 방법은 크게 재무적 방법과 마케 팅적 방법으로 나눌 수 있다.,② 재무적 방법은 회계 데이터를 기초로 성과를 측정한다.,③ 마케팅적 방법은 주로 고객들로부터 수집된 데이터를 이용하여 성과를 측정한다.,④ 마케팅적 방법은 과거의 성과를 보여주지 못하지만 미래를 예측할 수 있다는 장점이 있다.,⑤ 재무적 방법과 마케팅적 방법을 상호보완적으로 활용 하여 측정하는 것이 효과적이다.,4,④ 마케팅적 방법은 과거의 성과를 보여주지 못하지만 미래를 예측할 수 있다는 장점이 있다.,2021-R2 A형 가답안 기준
2021-R2-Q47,2021-R2,2021,2,47,유통마케팅,아래 글상자의 상황에서 A사가 선택할 수 있는 분석방법 으로 가장 옳은 것은? 공기청정기를 판매하는 A사는 다양한 판매촉진을 통해 매출 부진에서 벗어나고자 한다. 가격인하와 할인쿠폰행사 그리고 경품행사가 매출향상에 효과적인가를 판단하기 위해 각 판촉방법 당 5개 지점의 자료를 표본으로 선정하여 판촉유형이 매출에 미치는 효과 여부에 관한 조사를 실시하기로 했다.,① 요인분석(factor analysis),② 회귀분석(regression analysis),"③ 다차원척도법(MDS, Multi-Dimensional Scaling)","④ 표적집단면접법(FGI, Focus Group Interview)","⑤ 분산분석(ANOVA, analysis of variance)",5,"⑤ 분산분석(ANOVA, analysis of variance)",2021-R2 A형 가답안 기준
2021-R2-Q48,2021-R2,2021,2,48,유통마케팅,촉진믹스에 대한 설명으로 옳지 않은 것은?,① 광고는 커뮤니케이션을 위한 직접적인 비용을 지불한 다는 점에서 홍보(publicity)와 구분된다.,② 인적판매는 소비자 유형별로 개별화된 정보를 전달할 수 있다.,③ 인적판매의 경우 대체로 타 촉진믹스에 비해 고비용이 발생한다.,④ 판매촉진의 주된 목적은 제품에 대한 체계적이고 설득력 있는 정보를 제공하는 것이다.,⑤ 광고는 제품 또는 서비스 정보의 비대면적 전달방식 이다. 7 -,4,④ 판매촉진의 주된 목적은 제품에 대한 체계적이고 설득력 있는 정보를 제공하는 것이다.,2021-R2 A형 가답안 기준
2021-R2-Q49,2021-R2,2021,2,49,유통마케팅,"아래 글상자는 로열티(고객충성도)의 유형을 설명하고 있다. ㉠, ㉡, ㉢에 들어갈 용어를 순서대로 나열한 것으로 옳은 것은? - ( ㉠ ): 그냥 예전부터 하던 대로 습관화되어 반복적 으로 특정 제품을 구매하는 경우 - ( ㉡ ): 반복구매 정도는 낮지만 호감의 정도는 높아 다소의 노력을 기울여서라도 특정 제품이나 브랜드를 구입하는 경우 - ( ㉢ ): 특정 제품에 대한 애착과 호감의 수준이 높고 반복구매가 빈번하게 발생하며 때로 긍정적 구전을 하는 경우 - 비로열티(no loyalty): 어떤 차선책을 찾을 수 없어 특정 제품을 반복적으로 선택하는 경우","① ㉠ 잠재적 로열티, ㉡ 초우량 로열티, ㉢ 타성적 로열티","② ㉠ 초우량 로열티, ㉡ 타성적 로열티, ㉢ 잠재적 로열티","③ ㉠ 타성적 로열티, ㉡ 잠재적 로열티, ㉢ 초우량 로열티","④ ㉠ 잠재적 로열티, ㉡ 타성적 로열티, ㉢ 초우량 로열티","⑤ ㉠ 초우량 로열티, ㉡ 잠재적 로열티, ㉢ 타성적 로열티",3,"③ ㉠ 타성적 로열티, ㉡ 잠재적 로열티, ㉢ 초우량 로열티",2021-R2 A형 가답안 기준
2021-R2-Q50,2021-R2,2021,2,50,유통마케팅,고객서비스에 대한 설명으로 가장 옳지 않은 것은?,① 고객서비스는 고객에게 만족스러운 쇼핑경험을 제공 하기 위해 소매업체가 수행하는 일련의 활동과 프로 그램을 의미한다.,② 고객서비스는 소비자들이 구매한 상품에서 느낄 수 있는 가치를 증진시킨다.,③ 소매업체는 보다 많은 단기적 이익을 추구하려는 전술적 관점에서 고객서비스를 제공한다.,④ 좋은 고객서비스는 경쟁사가 모방하기 어렵고 고객들이 점포를 다시 찾게 만드는 전략적 이점을 제공한다.,⑤ 훌륭한 고객서비스 제공을 통해 점포들은 상품을 차별화하고 고객충성도를 구축하며 지속가능한 경쟁 우위를 확보하려고 한다.,3,③ 소매업체는 보다 많은 단기적 이익을 추구하려는 전술적 관점에서 고객서비스를 제공한다.,2021-R2 A형 가답안 기준
2021-R2-Q51,2021-R2,2021,2,51,유통마케팅,판매원의 고객서비스와 판매업무활동에 대한 설명으로 가장 옳지 않은 것은?,① 판매원의 판매업무활동은 고객에게 상품에 대한 효용을 설명함으로써 구매결정을 내리도록 설득하는 것을 의미한다.,② 개별 소비자의 구매 성향에 맞게 고객서비스를 조정 하는 고객화 접근법(customization)은 최소화된 비용 으로 고객을 설득 시킬 수 있는 직접적 판매활동이다.,③ 전체 고객집단에 대하여 동일한 고객서비스를 제공하는 것을 표준화 접근법(standardization)이라 한다.,④ 판매업무 활동의 마지막 단계는 고객의 니즈에 부합 하면서 판매가 만족스럽게 이루어지도록 하는 판매 종결(closing)기능이다.,⑤ 고객으로부터 얻은 정보를 기업에게 전달하는 역할도 판매업무활동의 하나이다. 2급 A형 - 8,2,② 개별 소비자의 구매 성향에 맞게 고객서비스를 조정 하는 고객화 접근법(customization)은 최소화된 비용 으로 고객을 설득 시킬 수 있는 직접적 판매활동이다.,2021-R2 A형 가답안 기준
2021-R2-Q52,2021-R2,2021,2,52,유통마케팅,성공적인 고객관계관리(CRM)의 도입과 실행을 위해 고려 해야 할 사항으로 옳지 않은 것은?,① 고객을 중심으로 모든 거래 데이터를 통합해야 한다.,② 고객의 정의와 고객그룹별 관리방침을 수립해야 한다.,③ 고객관계관리는 전략적 차원이 아닌 단순 정보기술 수준에서 활용해야 한다.,④ 고객 분석에 필요한 고객의 상세정보를 수집해야 한다.,⑤ 고객 분석결과를 활용할 수 있도록 제반 업무절차를 정립하고 시행해야 한다.,3,③ 고객관계관리는 전략적 차원이 아닌 단순 정보기술 수준에서 활용해야 한다.,2021-R2 A형 가답안 기준
2021-R2-Q53,2021-R2,2021,2,53,유통마케팅,고객관계관리(CRM)에 기반한 마케팅활동으로 가장 옳지 않은 것은?,① 비용을 최소화할 수 있는 고객확보 활동,② 고객과의 신뢰를 쌓아가는 전략적 마케팅 활동,③ 수익성 높은 고객의 분류 및 표적화마케팅,④ 중간상을 배제한 고객과의 직접적·개별적 커뮤니케이션,⑤ 교차판매와 상향판매의 기회 증대 및 활용,4,④ 중간상을 배제한 고객과의 직접적·개별적 커뮤니케이션,2021-R2 A형 가답안 기준
2021-R2-Q54,2021-R2,2021,2,54,유통마케팅,"아래 글상자 ㉠, ㉡, ㉢에 들어갈 용어로 옳은 것은? 일반적으로 소비자는 어떤 상품을 살 때, 과거 경험이나 기억, 외부에서 들어온 정보 등에 의해 특정 가격을 떠올 리게 되는데 이를 ( ㉠ )이라 한다. 또한, 소비자마다 최하 얼마 이상 최고 얼마 미만의 가격이라면 사겠다고 생각하는 범위가 존재하는데 이를 ( ㉡ )이라 한다. 그러나 항상 이렇게 합리적인 방식으로 가격에 반응하지는 않는다. 소비자는 디자이너 명품 의류나 주류, 시계와 같은 제품에 대해서는 가격을 품질이나 지위의 상징으로 여기는 경우가 있다. 따라서 소비자가 지불가능한 가장 높은 가격을 유지 하는 전략을 ( ㉢ ) 전략 이라 한다.","① ㉠ 준거가격, ㉡ 할증가격, ㉢ 수요점화가격수준","② ㉠ 준거가격, ㉡ 명성가격, ㉢ 할증가격","③ ㉠ 준거가격, ㉡ 명성가격, ㉢ 수요점화가격수준","④ ㉠ 준거가격, ㉡ 수요점화가격수준, ㉢ 명성가격","⑤ ㉠ 할증가격, ㉡ 준거가격, ㉢ 수요점화가격수준",4,"④ ㉠ 준거가격, ㉡ 수요점화가격수준, ㉢ 명성가격",2021-R2 A형 가답안 기준
2021-R2-Q55,2021-R2,2021,2,55,유통마케팅,아래 글상자 보기 중 머천다이저(MD)가 상품을 싸게 구매할 수 있는 일반적인 상황을 모두 고른 것은? ㉠ 주문을 많이 하는 경우 ㉡ 반품 없이 모두 직매입하는 경우 ㉢ 현찰로 물품대금을 지불하는 경우 ㉣ 경쟁업체들이 취급하지 못하는 제조업체 제품(NB)들을 매입하는 경우,"① ㉠, ㉡","② ㉠, ㉢","③ ㉠, ㉣","④ ㉠, ㉡, ㉢","⑤ ㉠, ㉡, ㉢, ㉣ 8 -",4,"④ ㉠, ㉡, ㉢",2021-R2 A형 가답안 기준
2021-R2-Q56,2021-R2,2021,2,56,유통마케팅,다음 중 머천다이징(merchandising)을 뜻하는 의미로 가장 옳은 것은?,① 상품화계획,② 상품구매계획,③ 재고관리계획,④ 판매활동계획,⑤ 물류활동계획,1,① 상품화계획,2021-R2 A형 가답안 기준
2021-R2-Q57,2021-R2,2021,2,57,유통마케팅,"제품구색의 변화에 초점을 맞춘 소매업태이론으로서, 소매상은 제품구색이 넓은 소매업태에서 전문화된 좁은 구색의 소매업태로 변화되었다가 다시 넓은 구색의 소매 업태로 변화되어 간다고 설명하는 이론으로 가장 옳은 것은?",① 소매수명주기이론,② 소매변증법이론,③ 소매아코디언이론,④ 소매차륜이론,⑤ 소매진공이론,3,③ 소매아코디언이론,2021-R2 A형 가답안 기준
2021-R2-Q58,2021-R2,2021,2,58,유통마케팅,"아래 글상자에서 수직적 경쟁과 관련하여 옳은 내용만을 모두 나열한 것은? ㉠ 유통경로상의 서로 다른 경로 수준에 위치한 경로 구성 원간의 경쟁을 의미한다. ㉡ 유사한 상품을 판매하는 서로 상이한 형태의 소매업체간 경쟁을 뜻한다. ㉢ 자체상표(PB) 확산으로 발생하는 유통업체와 제조업체 와의 경쟁도 수직적 경쟁에 포함된다. ㉣ 체인 간의 경쟁, 협동조합과 프랜차이즈 간의 경쟁도 수직적 경쟁에 포함된다. ㉤ 수직적 경쟁이 치열해질수록 횡적/수평적 관계로 경쟁을 완화하려는 욕구가 커진다.","① ㉠, ㉡, ㉢","② ㉡, ㉢, ㉤","③ ㉠, ㉢, ㉤","④ ㉡, ㉢, ㉣","⑤ ㉢, ㉣, ㉤",3,"③ ㉠, ㉢, ㉤",2021-R2 A형 가답안 기준
